CODICE_CATASTALE;COMUNE;NUMERO;DATA_REGOLAMENTO;DATA_PUBBLICAZIONE;PR;REGIONE;FILE_REGOLAMENTO;FILE_DELIBERA;NOTE
A323;ANZIO;17;05/04/2023;20/04/2023;RM;Lazio;169113_CIMUNIC-07rm23a323d.pdf;169113_CIMUNIC-07rm23a323dAM.pdf;""
M297;FIUMICINO;73;28/11/2022;04/10/2023;RM;Lazio;175709_CIMUNIC-07rm23m297d.pdf;175709_CIMUNIC-07rm23m297dAM.pdf;""
E924;MARCELLINA;10;29/05/2023;03/07/2023;RM;Lazio;172661_CIMUNIC-07rm23e924d.pdf;172661_CIMUNIC-07rm23e924dAM.pdf;""
F611;MONTEROTONDO;20;23/05/2023;08/06/2023;RM;Lazio;171885_CIMUNIC-07rm23f611d.pdf;171885_CIMUNIC-07rm23f611dAM.pdf;""
F880;NETTUNO;15;30/03/2023;28/06/2023;RM;Lazio;172696_CIMUNIC-07rm23f880d.pdf;172696_CIMUNIC-07rm23f880dAM.pdf;""
G293;PALOMBARA SABINA;28;30/06/2023;12/12/2023;RM;Lazio;178083_CIMUNIC-07rm23g293d.pdf;178083_CIMUNIC-07rm23g293dAM.pdf;""
M141;ZAGAROLO;16;27/04/2023;10/10/2023;RM;Lazio;176118_CIMUNIC-07rm23m141d.pdf;176118_CIMUNIC-07rm23m141dAM.pdf;""
F868;NEPI;16;30/05/2023;11/07/2023;VT;Lazio;173074_CIMUNIC-07vt23f868d.pdf;173074_CIMUNIC-07vt23f868dAM.pdf;""
I855;SORIANO NEL CIMINO;39;28/07/2023;21/09/2023;VT;Lazio;175045_CIMUNIC-07vt23i855d.pdf;175045_CIMUNIC-07vt23i855dAM.pdf;""
D969;GENOVA;5;31/01/2023;30/05/2023;GE;Liguria;;171372_CIMUNIC-08ge23d969dAM.pdf;""
E488;LAVAGNA;5;27/04/2023;19/09/2023;GE;Liguria;174892_CIMUNIC-08ge23e488d.pdf;174892_CIMUNIC-08ge23e488dAM.pdf;""
F256;MOCONESI;5;27/04/2023;29/05/2023;GE;Liguria;170862_CIMUNIC-08ge23f256d.pdf;170862_CIMUNIC-08ge23f256dAM.pdf;""
I225;SANTA MARGHERITA LIGURE;5;10/01/2023;17/02/2023;GE;Liguria;167119_CIMUNIC-08ge23i225d.pdf;167119_CIMUNIC-08ge23i225dAM.pdf;""
L298;TORRIGLIA;7;02/05/2023;11/10/2023;GE;Liguria;176241_CIMUNIC-08ge23l298d.pdf;176241_CIMUNIC-08ge23l298dAM.pdf;""
A536;BADALUCCO;04;27/03/2023;27/11/2023;IM;Liguria;177605_CIMUNIC-08im23a536d.pdf;177605_CIMUNIC-08im23a536dAM.pdf;""
A993;BORGHETTO D'ARROSCIA;24;19/12/2022;06/10/2023;IM;Liguria;175866_CIMUNIC-08im23a993d.pdf;175866_CIMUNIC-08im23a993dAM.pdf;""
A261;AMEGLIA;5;28/04/2023;02/10/2023;SP;Liguria;175509_CIMUNIC-08sp23a261d.pdf;175509_CIMUNIC-08sp23a261dAM.pdf;""
D655;FOLLO;8;19/05/2023;25/05/2023;SP;Liguria;171100_CIMUNIC-08sp23d655d.pdf;171100_CIMUNIC-08sp23d655dAM.pdf;""
E463;LA SPEZIA;4;20/03/2023;04/05/2023;SP;Liguria;168370_CIMUNIC-08sp23e463d.pdf;168370_CIMUNIC-08sp23e463dAM.pdf;""
G925;PORTOVENERE;4;09/03/2023;14/09/2023;SP;Liguria;174749_CIMUNIC-08sp23g925d.pdf;174749_CIMUNIC-08sp23g925dAM.pdf;""
H275;RICCO' DEL GOLFO DI SPEZIA;6;11/03/2023;05/04/2023;SP;Liguria;168571_CIMUNIC-08sp23h275d.pdf;168571_CIMUNIC-08sp23h275dAM.pdf;""
A145;ALBENGA;68;22/12/2022;06/07/2023;SV;Liguria;172968_CIMUNIC-08sv23a145d.pdf;172968_CIMUNIC-08sv23a145dAM.pdf;""
A593;BALESTRINO;29;23/12/2023;18/03/2025;SV;Liguria;191737_CIMUNIC-08sv23a593d.pdf;191737_CIMUNIC-08sv23a593dAM.pdf;""
B048;BORMIDA;31;28/11/2022;21/03/2023;SV;Liguria;167431_CIMUNIC-08sv23b048d.pdf;167431_CIMUNIC-08sv23b048dAM.pdf;""
I480;SAVONA;47;22/12/2022;29/03/2023;SV;Liguria;168346_CIMUNIC-08sv23i480d.pdf;168346_CIMUNIC-08sv23i480dAM.pdf;""
L190;TOIRANO;36;29/12/2022;26/05/2023;SV;Liguria;170867_CIMUNIC-08sv23l190d.pdf;170867_CIMUNIC-08sv23l190dAM.pdf;""
B137;BREMBATE;5;27/02/2023;06/03/2023;BG;Lombardia;167538_CIMUNIC-09bg23b137d.pdf;167538_CIMUNIC-09bg23b137dAM.pdf;""
B138;BREMBATE DI SOPRA;23;21/06/2023;03/08/2023;BG;Lombardia;;173715_CIMUNIC-09bg23b138dAM.pdf;""
B138;BREMBATE DI SOPRA;18;26/04/2023;03/08/2023;BG;Lombardia;173714_CIMUNIC-09bg23b138d.pdf;173714_CIMUNIC-09bg23b138dAM.pdf;""
B854;CARVICO;10;17/04/2023;20/04/2023;BG;Lombardia;169216_CIMUNIC-09bg23b854d.pdf;169216_CIMUNIC-09bg23b854dAM.pdf;""
D952;GAZZANIGA;5;30/01/2023;07/02/2023;BG;Lombardia;166805_CIMUNIC-09bg23d952d.pdf;166805_CIMUNIC-09bg23d952dAM.pdf;""
G864;PONTIDA;2;11/04/2023;03/07/2023;BG;Lombardia;172039_CIMUNIC-09bg23g864d.pdf;172039_CIMUNIC-09bg23g864dAM.pdf;""
I997;SUISIO;11;27/04/2023;05/06/2023;BG;Lombardia;171363_CIMUNIC-09bg23i997d.pdf;171363_CIMUNIC-09bg23i997dAM.pdf;""
M050;VILMINORE DI SCALVE;3;18/03/2023;18/07/2023;BG;Lombardia;173259_CIMUNIC-09bg23m050d.pdf;173259_CIMUNIC-09bg23m050dAM.pdf;""
C585;CETO;46;16/12/2022;11/05/2023;BS;Lombardia;170252_CIMUNIC-09bs23c585d.pdf;170252_CIMUNIC-09bs23c585dAM.pdf;""
C806;COCCAGLIO;4;23/02/2023;30/05/2023;BS;Lombardia;171351_CIMUNIC-09bs23c806d.pdf;171351_CIMUNIC-09bs23c806dAM.pdf;""
D917;GARDONE RIVIERA;17;27/04/2023;13/10/2023;BS;Lombardia;176326_CIMUNIC-09bs23d917d.pdf;176326_CIMUNIC-09bs23d917dAM.pdf;""
D917;GARDONE RIVIERA;16;27/04/2023;13/10/2023;BS;Lombardia;176325_CIMUNIC-09bs23d917d.pdf;176325_CIMUNIC-09bs23d917dAM.pdf;""
E297;INCUDINE;03;03/02/2023;13/02/2023;BS;Lombardia;166942_CIMUNIC-09bs23e297d.pdf;166942_CIMUNIC-09bs23e297dAM.pdf;""
H256;REZZATO;6;27/04/2023;12/05/2023;BS;Lombardia;;170385_CIMUNIC-09bs23h256dAM.pdf;""
C698;TAVERNOLE SUL MELLA;13;30/05/2023;26/09/2023;BS;Lombardia;175270_CIMUNIC-09bs23c698d.pdf;175270_CIMUNIC-09bs23c698dAM.pdf;""
E659;LOMAZZO;44;20/12/2022;03/04/2023;CO;Lombardia;168548_CIMUNIC-09co23e659d.pdf;168548_CIMUNIC-09co23e659dAM.pdf;""
E753;LURATE CACCIVIO;47;20/12/2022;06/02/2023;CO;Lombardia;166660_CIMUNIC-09co23e753d.pdf;166660_CIMUNIC-09co23e753dAM.pdf;""
E951;MARIANO COMENSE;109;19/12/2022;13/04/2023;CO;Lombardia;168859_CIMUNIC-09co23e951d.pdf;168859_CIMUNIC-09co23e951dAM.pdf;""
F017;MASLIANICO;5;15/04/2023;10/05/2023;CO;Lombardia;170136_CIMUNIC-09co23f017d.pdf;170136_CIMUNIC-09co23f017dAM.pdf;""
F151;MERONE;4;28/04/2023;04/10/2023;CO;Lombardia;175577_CIMUNIC-09co23f151d.pdf;175577_CIMUNIC-09co23f151dAM.pdf;""
L640;VALMOREA;5;24/05/2023;28/06/2023;CO;Lombardia;172692_CIMUNIC-09co23l640d.pdf;172692_CIMUNIC-09co23l640dAM.pdf;""
B129;CASTELVERDE;13;01/04/2023;14/06/2023;CR;Lombardia;172146_CIMUNIC-09cr23b129d.pdf;172146_CIMUNIC-09cr23b129dAM.pdf;""
C678;CICOGNOLO;15;28/04/2023;09/05/2023;CR;Lombardia;169987_CIMUNIC-09cr23c678d.pdf;169987_CIMUNIC-09cr23c678dAM.pdf;""
D057;CORTE DE' FRATI;6;27/04/2023;30/05/2023;CR;Lombardia;;169815_CIMUNIC-09cr23d057dAM.pdf;""
D150;CREMONA;10;27/03/2023;04/04/2023;CR;Lombardia;168580_CIMUNIC-09cr23d150d.pdf;168580_CIMUNIC-09cr23d150dAM.pdf;""
E193;GRONTARDO;10;27/04/2023;04/05/2023;CR;Lombardia;;169820_CIMUNIC-09cr23e193dAM.pdf;""
E272;GUSSOLA;16;19/04/2023;02/05/2023;CR;Lombardia;169543_CIMUNIC-09cr23e272d.pdf;169543_CIMUNIC-09cr23e272dAM.pdf;""
F771;MOTTA BALUFFI;13;28/04/2023;28/06/2023;CR;Lombardia;;172705_CIMUNIC-09cr23f771dAM.pdf;""
G047;OLMENETA;6;27/04/2023;04/05/2023;CR;Lombardia;;169807_CIMUNIC-09cr23g047dAM.pdf;""
G483;PESCAROLO ED UNITI;13;28/04/2023;15/05/2023;CR;Lombardia;170428_CIMUNIC-09cr23g483d.pdf;170428_CIMUNIC-09cr23g483dAM.pdf;""
G504;PESSINA CREMONESE;3;27/04/2023;12/06/2023;CR;Lombardia;171985_CIMUNIC-09cr23g504d.pdf;171985_CIMUNIC-09cr23g504dAM.pdf;""
G651;PIEVE SAN GIACOMO;19;27/04/2023;10/05/2023;CR;Lombardia;170182_CIMUNIC-09cr23g651d.pdf;170182_CIMUNIC-09cr23g651dAM.pdf;""
B914;POZZAGLIO ED UNITI;13;01/04/2023;03/07/2023;CR;Lombardia;172140_CIMUNIC-09cr23b914d.pdf;172140_CIMUNIC-09cr23b914dAM.pdf;""
H918;SAN GIOVANNI IN CROCE;33;30/12/2022;02/11/2023;CR;Lombardia;177050_CIMUNIC-09cr23h918d.pdf;177050_CIMUNIC-09cr23h918dAM.pdf;""
I498;SCANDOLARA RIPA D'OGLIO;6;27/04/2023;07/06/2023;CR;Lombardia;;170696_CIMUNIC-09cr23i498dAM.pdf;""
L296;TORRICELLA DEL PIZZO;18;19/04/2023;24/04/2023;CR;Lombardia;169414_CIMUNIC-09cr23l296d.pdf;169414_CIMUNIC-09cr23l296dAM.pdf;""
L806;VESCOVATO;C.C. n. 15;26/04/2023;22/05/2023;CR;Lombardia;170857_CIMUNIC-09cr23l806d.pdf;170857_CIMUNIC-09cr23l806dAM.pdf;""
A005;ABBADIA LARIANA;2;05/04/2023;18/05/2023;LC;Lombardia;170498_CIMUNIC-09lc23a005d.pdf;170498_CIMUNIC-09lc23a005dAM.pdf;""
A594;BALLABIO;5;09/02/2023;18/05/2023;LC;Lombardia;170469_CIMUNIC-09lc23a594d.pdf;170469_CIMUNIC-09lc23a594dAM.pdf;""
E287;IMBERSAGO;10;23/03/2023;16/08/2023;LC;Lombardia;173508_CIMUNIC-09lc23e287d.pdf;173508_CIMUNIC-09lc23e287dAM.pdf;""
B141;BREMBIO;7;11/04/2023;31/05/2023;LO;Lombardia;171400_CIMUNIC-09lo23b141d.pdf;171400_CIMUNIC-09lo23b141dAM.pdf;""
C304;CASTIGLIONE D'ADDA;11;13/03/2023;18/05/2023;LO;Lombardia;170654_CIMUNIC-09lo23c304d.pdf;170654_CIMUNIC-09lo23c304dAM.pdf;""
G107;ORIO LITTA;8;26/04/2023;31/05/2023;LO;Lombardia;;171442_CIMUNIC-09lo23g107dAM.pdf;"TESTO REGOLAMENTO INSERITO NEL FILE DELLA DELIBERA"
G096;PIEVE FISSIRAGA;20;31/05/2023;05/07/2023;LO;Lombardia;172956_CIMUNIC-09lo23g096d.pdf;172956_CIMUNIC-09lo23g096dAM.pdf;""
H844;SAN FIORANO;7;21/03/2023;04/04/2023;LO;Lombardia;168582_CIMUNIC-09lo23h844d.pdf;168582_CIMUNIC-09lo23h844dAM.pdf;""
A849;BIASSONO;38;12/07/2023;10/10/2023;MB;Lombardia;175940_CIMUNIC-09mb23a849d.pdf;175940_CIMUNIC-09mb23a849dAM.pdf;""
B105;BOVISIO-MASCIAGO;7;26/04/2023;18/05/2023;MB;Lombardia;170486_CIMUNIC-09mb23b105d.pdf;170486_CIMUNIC-09mb23b105dAM.pdf;""
C566;CESANO MADERNO;73;30/05/2023;21/06/2023;MB;Lombardia;172424_CIMUNIC-09mb23c566d.pdf;172424_CIMUNIC-09mb23c566dAM.pdf;""
I709;SEVESO;21;21/03/2023;07/06/2023;MB;Lombardia;170882_CIMUNIC-09mb23i709d.pdf;170882_CIMUNIC-09mb23i709dAM.pdf;""
C003;CASSANO D'ADDA;3;30/01/2023;12/04/2023;MI;Lombardia;168699_CIMUNIC-09mi23c003d.pdf;168699_CIMUNIC-09mi23c003dAM.pdf;""
F084;MEDIGLIA;31;15/05/2023;16/08/2023;MI;Lombardia;173513_CIMUNIC-09mi23f084d.pdf;173513_CIMUNIC-09mi23f084dAM.pdf;""
F783;MOTTA VISCONTI;16;28/04/2023;04/07/2023;MI;Lombardia;172914_CIMUNIC-09mi23f783d.pdf;172914_CIMUNIC-09mi23f783dAM.pdf;""
C013;PERO;17;26/04/2023;18/08/2023;MI;Lombardia;174065_CIMUNIC-09mi23c013d.pdf;174065_CIMUNIC-09mi23c013dAM.pdf;""
H240;RESCALDINA;8;11/04/2023;24/05/2023;MI;Lombardia;171019_CIMUNIC-09mi23h240d.pdf;171019_CIMUNIC-09mi23h240dAM.pdf;""
I602;SENAGO;64;20/12/2022;24/03/2023;MI;Lombardia;168116_CIMUNIC-09mi23i602d.pdf;168116_CIMUNIC-09mi23i602dAM.pdf;""
I690;SESTO SAN GIOVANNI;17;09/05/2023;12/09/2023;MI;Lombardia;174356_CIMUNIC-09mi23i690d.pdf;174356_CIMUNIC-09mi23i690dAM.pdf;""
I690;SESTO SAN GIOVANNI;17;09/05/2023;27/09/2023;MI;Lombardia;174897_CIMUNIC-09mi23i690d.pdf;174897_CIMUNIC-09mi23i690dAM.pdf;""
I700;SETTIMO MILANESE;18;27/04/2023;09/06/2023;MI;Lombardia;171284_CIMUNIC-09mi23i700d.pdf;171284_CIMUNIC-09mi23i700dAM.pdf;""
M044;VILLIMPENTA;11;04/04/2023;12/04/2023;MN;Lombardia;168786_CIMUNIC-09mn23m044d.pdf;168786_CIMUNIC-09mn23m044dAM.pdf;""
A118;ALAGNA;7;29/03/2023;19/05/2023;PV;Lombardia;170756_CIMUNIC-09pv23a118d.pdf;170756_CIMUNIC-09pv23a118dAM.pdf;""
A134;ALBAREDO ARNABOLDI;4;28/04/2023;24/05/2023;PV;Lombardia;170925_CIMUNIC-09pv23a134d.pdf;170925_CIMUNIC-09pv23a134dAM.pdf;""
A171;ALBONESE;3;26/04/2023;12/06/2023;PV;Lombardia;172025_CIMUNIC-09pv23a171d.pdf;172025_CIMUNIC-09pv23a171dAM.pdf;""
A175;ALBUZZANO;5;21/03/2023;17/04/2023;PV;Lombardia;169052_CIMUNIC-09pv23a175d.pdf;169052_CIMUNIC-09pv23a175dAM.pdf;""
A634;BARBIANELLO;5;02/03/2023;03/10/2023;PV;Lombardia;175486_CIMUNIC-09pv23a634d.pdf;175486_CIMUNIC-09pv23a634dAM.pdf;""
A741;BELGIOIOSO;14;09/05/2023;06/06/2023;PV;Lombardia;171661_CIMUNIC-09pv23a741d.pdf;171661_CIMUNIC-09pv23a741dAM.pdf;""
A792;BEREGUARDO;2;12/04/2023;27/04/2023;PV;Lombardia;169489_CIMUNIC-09pv23a792d.pdf;169489_CIMUNIC-09pv23a792dAM.pdf;""
B030;BORGORATTO MORMOROLO;7;20/04/2023;17/10/2023;PV;Lombardia;176483_CIMUNIC-09pv23b030d.pdf;176483_CIMUNIC-09pv23b030dAM.pdf;""
B117;BRALLO DI PREGOLA;04;29/04/2023;11/10/2023;PV;Lombardia;175908_CIMUNIC-09pv23b117d.pdf;175908_CIMUNIC-09pv23b117dAM.pdf;""
B567;CAMPOSPINOSO ALBAREDO;4;26/04/2023;24/05/2023;PV;Lombardia;170923_CIMUNIC-09pv23b567d.pdf;170923_CIMUNIC-09pv23b567dAM.pdf;""
B741;CARBONARA AL TICINO;4;28/03/2023;11/09/2023;PV;Lombardia;174563_CIMUNIC-09pv23b741d.pdf;174563_CIMUNIC-09pv23b741dAM.pdf;""
B954;CASEI GEROLA;18;28/04/2023;29/09/2023;PV;Lombardia;175401_CIMUNIC-09pv23b954d.pdf;175401_CIMUNIC-09pv23b954dAM.pdf;""
C038;CASSOLNOVO;12;27/04/2023;07/06/2023;PV;Lombardia;171704_CIMUNIC-09pv23c038d.pdf;171704_CIMUNIC-09pv23c038dAM.pdf;""
C184;CASTELLO D'AGOGNA;7;29/03/2023;28/09/2023;PV;Lombardia;175311_CIMUNIC-09pv23c184d.pdf;175311_CIMUNIC-09pv23c184dAM.pdf;""
C360;CAVA MANARA;8;31/05/2023;15/09/2023;PV;Lombardia;174811_CIMUNIC-09pv23c360d.pdf;174811_CIMUNIC-09pv23c360dAM.pdf;""
C414;CECIMA;4;23/03/2023;17/05/2023;PV;Lombardia;;170513_CIMUNIC-09pv23c414dAM.pdf;""
C541;CERTOSA DI PAVIA;6;28/04/2022;04/08/2023;PV;Lombardia;173725_CIMUNIC-09pv23c541d.pdf;173725_CIMUNIC-09pv23c541dAM.pdf;""
C551;CERVESINA;6;26/04/2023;16/06/2023;PV;Lombardia;172238_CIMUNIC-09pv23c551d.pdf;172238_CIMUNIC-09pv23c551dAM.pdf;""
C637;CHIGNOLO PO;15;27/04/2023;19/09/2023;PV;Lombardia;174904_CIMUNIC-09pv23c637d.pdf;174904_CIMUNIC-09pv23c637dAM.pdf;""
M419;COLLI VERDI;15;27/04/2023;25/09/2023;PV;Lombardia;175177_CIMUNIC-09pv23m419d.pdf;175177_CIMUNIC-09pv23m419dAM.pdf;""
C982;CORANA;7;26/04/2023;06/09/2023;PV;Lombardia;174489_CIMUNIC-09pv23c982d.pdf;174489_CIMUNIC-09pv23c982dAM.pdf;""
M338;CORNALE E BASTIDA;5;28/04/2023;21/08/2023;PV;Lombardia;173963_CIMUNIC-09pv23m338d.pdf;173963_CIMUNIC-09pv23m338dAM.pdf;""
M372;CORTEOLONA E GENZONE;11;26/05/2023;26/06/2023;PV;Lombardia;172564_CIMUNIC-09pv23m372d.pdf;172564_CIMUNIC-09pv23m372dAM.pdf;""
B824;CURA CARPIGNANO;3;28/04/2023;09/05/2023;PV;Lombardia;169986_CIMUNIC-09pv23b824d.pdf;169986_CIMUNIC-09pv23b824dAM.pdf;""
D348;DORNO;25;27/04/2023;17/05/2023;PV;Lombardia;170655_CIMUNIC-09pv23d348d.pdf;170655_CIMUNIC-09pv23d348dAM.pdf;""
D552;FERRERA ERBOGNONE;5;26/04/2023;02/11/2023;PV;Lombardia;176890_CIMUNIC-09pv23d552d.pdf;176890_CIMUNIC-09pv23d552dAM.pdf;""
D901;GAMBOLO';19;26/04/2023;24/05/2023;PV;Lombardia;171022_CIMUNIC-09pv23d901d.pdf;171022_CIMUNIC-09pv23d901dAM.pdf;""
D925;GARLASCO;8;31/03/2023;24/04/2023;PV;Lombardia;169419_CIMUNIC-09pv23d925d.pdf;169419_CIMUNIC-09pv23d925dAM.pdf;"TESTO REGOLAMENTO INSERITO NEL FILE DELLA DELIBERA"
E437;LANDRIANO;20;19/04/2023;31/05/2023;PV;Lombardia;171274_CIMUNIC-09pv23e437d.pdf;171274_CIMUNIC-09pv23e437dAM.pdf;""
E600;LINAROLO;2;29/03/2023;12/04/2023;PV;Lombardia;168883_CIMUNIC-09pv23e600d.pdf;168883_CIMUNIC-09pv23e600dAM.pdf;""
F122;MENCONICO;4;29/03/2023;17/08/2023;PV;Lombardia;173836_CIMUNIC-09pv23f122d.pdf;173836_CIMUNIC-09pv23f122dAM.pdf;""
F417;MONTALTO PAVESE;2;03/04/2023;17/04/2023;PV;Lombardia;169072_CIMUNIC-09pv23f417d.pdf;169072_CIMUNIC-09pv23f417dAM.pdf;""
F644;MONTESEGALE;7;20/04/2023;23/05/2023;PV;Lombardia;170942_CIMUNIC-09pv23f644d.pdf;170942_CIMUNIC-09pv23f644dAM.pdf;""
F754;MORTARA;20;03/04/2023;13/04/2023;PV;Lombardia;168914_CIMUNIC-09pv23f754d.pdf;168914_CIMUNIC-09pv23f754dAM.pdf;""
G304;PANCARANA;13;27/04/2023;15/06/2023;PV;Lombardia;172209_CIMUNIC-09pv23g304d.pdf;172209_CIMUNIC-09pv23g304dAM.pdf;""
G639;PIEVE DEL CAIRO;16;03/05/2023;16/05/2023;PV;Lombardia;170554_CIMUNIC-09pv23g639d.pdf;170554_CIMUNIC-09pv23g639dAM.pdf;""
G851;PONTE NIZZA;5;23/03/2023;26/05/2023;PV;Lombardia;;171146_CIMUNIC-09pv23g851dAM.pdf;""
H246;RETORBIDO;4;04/04/2023;18/04/2023;PV;Lombardia;169142_CIMUNIC-09pv23h246d.pdf;169142_CIMUNIC-09pv23h246dAM.pdf;""
H336;RIVANAZZANO TERME;4;27/04/2023;18/05/2023;PV;Lombardia;170734_CIMUNIC-09pv23h336d.pdf;170734_CIMUNIC-09pv23h336dAM.pdf;""
H369;ROBBIO;16;27/04/2023;09/05/2023;PV;Lombardia;170127_CIMUNIC-09pv23h369d.pdf;170127_CIMUNIC-09pv23h369dAM.pdf;""
H450;ROCCA SUSELLA;7;26/04/2023;11/05/2023;PV;Lombardia;170214_CIMUNIC-09pv23h450d.pdf;170214_CIMUNIC-09pv23h450dAM.pdf;""
I048;SANNAZZARO DE' BURGONDI;16;27/04/2023;13/06/2023;PV;Lombardia;171509_CIMUNIC-09pv23i048d.pdf;171509_CIMUNIC-09pv23i048dAM.pdf;""
I175;SANTA CRISTINA E BISSONE;13;26/04/2023;04/05/2023;PV;Lombardia;169653_CIMUNIC-09pv23i175d.pdf;169653_CIMUNIC-09pv23i175dAM.pdf;""
I230;SANTA MARGHERITA DI STAFFORA;6;29/04/2023;18/10/2023;PV;Lombardia;176469_CIMUNIC-09pv23i230d.pdf;176469_CIMUNIC-09pv23i230dAM.pdf;""
I739;SILVANO PIETRA;3;18/04/2023;03/10/2023;PV;Lombardia;175282_CIMUNIC-09pv23i739d.pdf;175282_CIMUNIC-09pv23i739dAM.pdf;""
E265;SIZIANO;14;27/04/2023;31/05/2023;PV;Lombardia;170278_CIMUNIC-09pv23e265d.pdf;170278_CIMUNIC-09pv23e265dAM.pdf;""
L292;TORRICELLA VERZATE;5;28/04/2023;07/06/2023;PV;Lombardia;171760_CIMUNIC-09pv23l292d.pdf;171760_CIMUNIC-09pv23l292dAM.pdf;""
I236;TRAVACO' SICCOMARIO;8;22/04/2023;27/06/2023;PV;Lombardia;172641_CIMUNIC-09pv23i236d.pdf;172641_CIMUNIC-09pv23i236dAM.pdf;""
L440;TRIVOLZIO;17;10/05/2023;09/08/2023;PV;Lombardia;173864_CIMUNIC-09pv23l440d.pdf;173864_CIMUNIC-09pv23l440dAM.pdf;""
L449;TROMELLO;9;27/04/2023;15/05/2023;PV;Lombardia;170413_CIMUNIC-09pv23l449d.pdf;170413_CIMUNIC-09pv23l449dAM.pdf;""
L690;VARZI;8;08/05/2023;05/06/2023;PV;Lombardia;171084_CIMUNIC-09pv23l690d.pdf;171084_CIMUNIC-09pv23l690dAM.pdf;""
L716;VELEZZO LOMELLINA;3;29/04/2023;21/09/2023;PV;Lombardia;175007_CIMUNIC-09pv23l716d.pdf;175007_CIMUNIC-09pv23l716dAM.pdf;""
M166;ZERBO;3;29/04/2023;16/05/2023;PV;Lombardia;170483_CIMUNIC-09pv23m166d.pdf;170483_CIMUNIC-09pv23m166dAM.pdf;""
M180;ZINASCO;5;27/04/2023;27/06/2023;PV;Lombardia;172654_CIMUNIC-09pv23m180d.pdf;172654_CIMUNIC-09pv23m180dAM.pdf;""
A273;ANDALO VALTELLINO;14;16/05/2023;19/05/2023;SO;Lombardia;170760_CIMUNIC-09so23a273d.pdf;170760_CIMUNIC-09so23a273dAM.pdf;""
A787;BERBENNO DI VALTELLINA;2;29/03/2023;12/04/2023;SO;Lombardia;168843_CIMUNIC-09so23a787d.pdf;168843_CIMUNIC-09so23a787dAM.pdf;""
C186;CASTELLO DELL'ACQUA;46;27/12/2022;01/02/2023;SO;Lombardia;166587_CIMUNIC-09so23c186d.pdf;166587_CIMUNIC-09so23c186dAM.pdf;""
D266;DELEBIO;16;03/05/2023;11/05/2023;SO;Lombardia;170260_CIMUNIC-09so23d266d.pdf;170260_CIMUNIC-09so23d266dAM.pdf;""
L392;TRESIVIO;26;21/12/2022;06/10/2023;SO;Lombardia;175888_CIMUNIC-09so23l392d.pdf;175888_CIMUNIC-09so23l392dAM.pdf;""
L576;VALFURVA;13;28/04/2023;05/06/2023;SO;Lombardia;170936_CIMUNIC-09so23l576d.pdf;170936_CIMUNIC-09so23l576dAM.pdf;""
M433;BARDELLO CON MALGESSO E BREGANO;13;22/02/2023;14/09/2023;VA;Lombardia;169274_CIMUNIC-09va23m433d.pdf;169274_CIMUNIC-09va23m433dAM.pdf;""
B634;CANTELLO;8;10/03/2023;21/07/2023;VA;Lombardia;173355_CIMUNIC-09va23b634d.pdf;173355_CIMUNIC-09va23b634dAM.pdf;""
C004;CASSANO MAGNAGO;13;21/04/2023;03/10/2023;VA;Lombardia;175529_CIMUNIC-09va23c004d.pdf;175529_CIMUNIC-09va23c004dAM.pdf;""
D946;GAVIRATE;29;28/09/2023;09/07/2024;VA;Lombardia;185644_CIMUNIC-09va23d946d.pdf;185644_CIMUNIC-09va23d946dAM.pdf;""
E299;INDUNO OLONA;30;27/09/2022;10/01/2023;VA;Lombardia;163783_CIMUNIC-09va23e299d.pdf;163783_CIMUNIC-09va23e299dAM.pdf;""
E386;JERAGO CON ORAGO;5;11/04/2023;26/04/2023;VA;Lombardia;169294_CIMUNIC-09va23e386d.pdf;169294_CIMUNIC-09va23e386dAM.pdf;""
E494;LAVENA PONTE TRESA;7;26/04/2023;10/05/2023;VA;Lombardia;170178_CIMUNIC-09va23e494d.pdf;170178_CIMUNIC-09va23e494dAM.pdf;""
I794;SOLBIATE OLONA;2;22/04/2023;31/05/2023;VA;Lombardia;170347_CIMUNIC-09va23i794d.pdf;170347_CIMUNIC-09va23i794dAM.pdf;""
F745;MORRO D'ALBA;46;30/12/2022;02/02/2023;AN;Marche;166478_CIMUNIC-10an23f745d.pdf;166478_CIMUNIC-10an23f745dAM.pdf;""
I608;SENIGALLIA;7;01/02/2023;15/03/2023;AN;Marche;167863_CIMUNIC-10an23i608d.pdf;167863_CIMUNIC-10an23i608dAM.pdf;""
A760;BELMONTE PICENO;4;17/04/2023;16/10/2023;FM;Marche;176600_CIMUNIC-10fm23a760d.pdf;176600_CIMUNIC-10fm23a760dAM.pdf;""
D542;FERMO;12;28/02/2023;19/04/2023;FM;Marche;169163_CIMUNIC-10fm23d542d.pdf;169163_CIMUNIC-10fm23d542dAM.pdf;""
G920;PORTO SAN GIORGIO;12;30/03/2023;21/04/2023;FM;Marche;169293_CIMUNIC-10fm23g920d.pdf;169293_CIMUNIC-10fm23g920dAM.pdf;""
I324;SANT'ELPIDIO A MARE;9;03/04/2023;06/06/2023;FM;Marche;171613_CIMUNIC-10fm23i324d.pdf;171613_CIMUNIC-10fm23i324dAM.pdf;""
F621;MONTE SAN GIUSTO;16;08/05/2023;24/07/2023;MC;Marche;172676_CIMUNIC-10mc23f621d.pdf;172676_CIMUNIC-10mc23f621dAM.pdf;""
